route,severity,published,supplier,product,finding,how
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Karter Chrome Finish Floor Lamp With Three Lights","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Karter Chrome Finish Floor Lamp With Three Lights","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Karter Chrome Finish Floor Lamp With Three Lights","No weight recorded.","supplier spec sheet — §E"
AUTOMATIC,major,draft,"Premier Housewares","Karter Chrome Finish And White Glass Shade Floor Lamp","1 FAQ answer nothing (e.g. ""Can the lamp be dimmed?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Karter Chrome Finish And White Glass Shade Floor Lamp","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Karter Chrome Finish And White Glass Shade Floor Lamp","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Karter Chrome Finish And White Glass Shade Floor Lamp","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Karter Chrome Finish And White Glass Shade Floor Lamp","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Karter Chrome Finish And White Glass Shade Floor Lamp","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Trieste Large Angular Pendant Light","1 FAQ answer nothing (e.g. ""Is the fixture safe for use in a bathroom or outdoors?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Trieste Large Angular Pendant Light","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Trieste Large Angular Pendant Light","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Trieste Large Angular Pendant Light","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Trieste Large Angular Pendant Light","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,minor,draft,"Premier Housewares","Trieste Large Angular Pendant Light","Only 1 image — one angle invites a surprise.","supplier image pack — §E"
WRITING,minor,draft,"Premier Housewares","Trieste Large Rectangular Pendant Light","Filler phrases: seamlessly, perfect for, versatile addition, your space","Tier 2 rewrite"
AUTOMATIC,major,draft,"Premier Housewares","Trieste Large Rectangular Pendant Light","1 FAQ answer nothing (e.g. ""Is the light hard-wired or does it plug in?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Trieste Large Rectangular Pendant Light","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Trieste Large Rectangular Pendant Light","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Trieste Large Rectangular Pendant Light","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Trieste Large Rectangular Pendant Light","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,minor,draft,"Premier Housewares","Trieste Large Rectangular Pendant Light","Only 1 image — one angle invites a surprise.","supplier image pack — §E"
WRITING,minor,draft,"Premier Housewares","Trieste Large Floor Lamp","Filler phrases: seamlessly, perfect for, adds a touch of","Tier 2 rewrite"
AUTOMATIC,major,draft,"Premier Housewares","Trieste Large Floor Lamp","4 FAQs answer nothing (e.g. ""Is the lamp dimmable?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Trieste Large Floor Lamp","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Trieste Large Floor Lamp","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Trieste Large Floor Lamp","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Trieste Large Floor Lamp","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,minor,draft,"Premier Housewares","Trieste Large Floor Lamp","Only 1 image — one angle invites a surprise.","supplier image pack — §E"
NEEDS DATA,major,draft,"Premier Housewares","Trieste Large Floor Lamp","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Trieste Champagne Glass Floor Lamp","3 FAQs answer nothing (e.g. ""Can the lamp be dimmed?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Trieste Champagne Glass Floor Lamp","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Trieste Champagne Glass Floor Lamp","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Trieste Champagne Glass Floor Lamp","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Trieste Champagne Glass Floor Lamp","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Trieste Champagne Glass Floor Lamp","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,major,draft,"Premier Housewares","Palu Natural White and Amber Shell Large Pendant Shade","8 filler phrases: elevate your, effortlessly, perfect for, adds a touch of, touch of sophistication…","Tier 2 rewrite"
AUTOMATIC,major,draft,"Premier Housewares","Palu Natural White and Amber Shell Large Pendant Shade","3 FAQs answer nothing (e.g. ""Do I need an electrician to install this light?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Palu Natural White and Amber Shell Large Pendant Shade","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Palu Natural White and Amber Shell Large Pendant Shade","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Palu Natural White and Amber Shell Large Pendant Shade","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Palu Natural White and Amber Shell Large Pendant Shade","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,minor,draft,"Premier Housewares","Palu Natural White and Amber Shell Large Pendant Shade","Only 1 image — one angle invites a surprise.","supplier image pack — §E"
NEEDS DATA,major,draft,"Premier Housewares","Palu Natural White and Amber Shell Large Pendant Shade","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,minor,draft,"Premier Housewares","Abira Brass Finish Three Bulb Floor Lamp","Filler phrases: elevate your, seamlessly, perfect for, your space, exquisite","Tier 2 rewrite"
AUTOMATIC,major,draft,"Premier Housewares","Abira Brass Finish Three Bulb Floor Lamp","1 FAQ answer nothing (e.g. ""What should I do if the lamp arrives damaged?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Abira Brass Finish Three Bulb Floor Lamp","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Abira Brass Finish Three Bulb Floor Lamp","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Abira Brass Finish Three Bulb Floor Lamp","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Abira Brass Finish Three Bulb Floor Lamp","No weight recorded.","supplier spec sheet — §E"
AUTOMATIC,major,draft,"Premier Housewares","Abira Black Finish 16 Arm Statement Pendant Light","3 FAQs answer nothing (e.g. ""Can this pendant light be dimmed?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Abira Black Finish 16 Arm Statement Pendant Light","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Abira Black Finish 16 Arm Statement Pendant Light","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Abira Black Finish 16 Arm Statement Pendant Light","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Abira Black Finish 16 Arm Statement Pendant Light","No weight recorded.","supplier spec sheet — §E"
AUTOMATIC,major,draft,"Premier Housewares","Orko Brass And Black 16 Bulb Statement Pendant Light","2 FAQs answer nothing (e.g. ""Is this light dimmable?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Orko Brass And Black 16 Bulb Statement Pendant Light","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Orko Brass And Black 16 Bulb Statement Pendant Light","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Orko Brass And Black 16 Bulb Statement Pendant Light","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Orko Brass And Black 16 Bulb Statement Pendant Light","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Orko Brass And Black 16 Bulb Statement Pendant Light","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Orbo Gold and Frosted Glass Statement Pendant Light","3 FAQs answer nothing (e.g. ""Is the light dimmable?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Orbo Gold and Frosted Glass Statement Pendant Light","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Orbo Gold and Frosted Glass Statement Pendant Light","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Orbo Gold and Frosted Glass Statement Pendant Light","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Orbo Gold and Frosted Glass Statement Pendant Light","No weight recorded.","supplier spec sheet — §E"
AUTOMATIC,major,draft,"Premier Housewares","Enola Large Ribbed Smoked Glass Table Lamp","3 FAQs answer nothing (e.g. ""Does this lamp hard-wire to a ceiling or plug in?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Enola Large Ribbed Smoked Glass Table Lamp","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Enola Large Ribbed Smoked Glass Table Lamp","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Enola Large Ribbed Smoked Glass Table Lamp","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Enola Large Ribbed Smoked Glass Table Lamp","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,minor,draft,"Premier Housewares","Enola Large Ribbed Smoked Glass Table Lamp","Only 1 image — one angle invites a surprise.","supplier image pack — §E"
NEEDS DATA,major,draft,"Premier Housewares","Enola Large Ribbed Smoked Glass Table Lamp","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,minor,draft,"Premier Housewares","Babylon Large Black 12 Light Pendant Light","Filler phrases: perfect for, statement piece, your space, captivating","Tier 2 rewrite"
AUTOMATIC,major,draft,"Premier Housewares","Babylon Large Black 12 Light Pendant Light","4 FAQs answer nothing (e.g. ""Does the pendant light require an electrician for installati"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Babylon Large Black 12 Light Pendant Light","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Babylon Large Black 12 Light Pendant Light","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Babylon Large Black 12 Light Pendant Light","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Babylon Large Black 12 Light Pendant Light","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,minor,draft,"Premier Housewares","Babylon Large Black 12 Light Pendant Light","Only 1 image — one angle invites a surprise.","supplier image pack — §E"
WRITING,minor,draft,"Premier Housewares","Babylon Large 8 Light Pendant Light","Filler phrases: effortlessly, perfect for, your space, exquisite","Tier 2 rewrite"
AUTOMATIC,major,draft,"Premier Housewares","Babylon Large 8 Light Pendant Light","5 FAQs answer nothing (e.g. ""Is a bulb included with the light?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Babylon Large 8 Light Pendant Light","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
